Tiempo;Dif(amp);Dif(fase);GND;Dif_2(fase);Dif_2(amp);Dif_1(fase);Dif_1(amp);Volt_Bat
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.28798913955688477;0.17994071543216705;-0.22403712570667267;0.19053712487220764;0.19148743152618408;0.4310053884983063;0.02362874336540699;0.07222754508256912;0.06827066093683243
0.6119260787963867;0.1766221523284912;-0.22845089435577393;0.1607521027326584;0.07363413274288177;0.04899700731039047;0.036638323217630386;0.07283532619476318;0.06880718469619751
0.934319019317627;0.02633712626993656;0.02909880317747593;0.053881436586380005;0.06828024238348007;0.047894012182950974;0.036811377853155136;0.07282694429159164;0.0687934160232544
1.2570700645446777;0.025944311171770096;0.02908622846007347;0.05388203635811806;0.06814131885766983;0.04770898073911667;0.03681017830967903;0.07284371554851532;0.06880778074264526
1.5799040794372559;0.025847304612398148;0.029096407815814018;0.05375448986887932;0.06786706298589706;0.047474849969148636;0.03677305206656456;0.07282634824514389;0.06882694363594055
1.9015710353851318;0.026042515411973;0.0292221549898386;0.05373712629079819;0.06789162009954453;0.04758622869849205;0.036914970725774765;0.07282096147537231;0.06881556659936905
2.224287986755371;0.025767065584659576;0.029277244582772255;0.053831737488508224;0.0681772455573082;0.047585029155015945;0.03712574765086174;0.07281138002872467;0.06880838423967361
2.5472190380096436;0.02550359256565571;0.02922634780406952;0.05385748669505119;0.06827245652675629;0.04781616851687431;0.037101197987794876;0.0728185623884201;0.06879640370607376
2.8699660301208496;0.025576047599315643;0.029076647013425827;0.05382814258337021;0.06826886534690857;0.048322755843400955;0.03700479120016098;0.07280359417200089;0.06879820674657822
3.1927051544189453;0.0258586835116148;0.029026946052908897;0.05384311452507973;0.06830958276987076;0.04815928265452385;0.03725149855017662;0.07281796634197235;0.06879580765962601
3.5154809951782227;0.025513771921396255;0.029023952782154083;0.054013773798942566;0.06847245246171951;0.04797724634408951;0.037466466426849365;0.07279939949512482;0.06880359351634979
3.838175058364868;0.025435328483581543;0.029208382591605186;0.05407065898180008;0.06821197271347046;0.04767964035272598;0.03759460896253586;0.072794608771801;0.06878083944320679
4.160943984985352;0.025474850088357925;0.029193412512540817;0.05391975864768028;0.06817365437746048;0.047691017389297485;0.037355687469244;0.07281556725502014;0.0687832310795784
4.483665943145752;0.025479041039943695;0.029162274673581123;0.05393712595105171;0.06785149872303009;0.047407783567905426;0.03721916303038597;0.07282096147537231;0.0687844306230545
4.806461334228516;0.025613771751523018;0.029311377555131912;0.05400598794221878;0.06788742542266846;0.04747844487428665;0.03756466880440712;0.0727538913488388;0.06878682971000671
5.129195213317871;0.025524551048874855;0.029268262907862663;0.054030537605285645;0.06803832203149796;0.04746945947408676;0.03752754628658295;0.07279221713542938;0.0687718540430069
5.451914310455322;0.025343114510178566;0.029268262907862663;0.054128143936395645;0.06801138073205948;0.04754311218857765;0.03770598769187927;0.07279401272535324;0.0687604770064354
5.774656295776367;0.025401797145605087;0.02922455035150051;0.05400419235229492;0.06782634556293488;0.047353893518447876;0.03759460896253586;0.07280538976192474;0.0687718540430069
6.097418308258057;0.025405988097190857;0.029219161719083786;0.054028742015361786;0.067571260035038;0.0471317358314991;0.03762933984398842;0.07278383523225784;0.0687934160232544
6.42019510269165;0.025397006422281265;0.029322754591703415;0.05405628681182861;0.06749281287193298;0.04718802496790886;0.03760658577084541;0.07278981804847717;0.06877364963293076
6.742926120758057;0.02529820427298546;0.029238322749733925;0.05409820377826691;0.06767604500055313;0.04727964103221893;0.03775568678975105;0.07277664542198181;0.06875748187303543
7.065633773803711;0.02516886219382286;0.029228143393993378;0.05409401282668114;0.06758861988782883;0.04704251512885094;0.03777424991130829;0.07277784496545792;0.06878083944320679
7.388370037078857;0.025100000202655792;0.029202396050095558;0.05406826362013817;0.06733712553977966;0.046968262642621994;0.03774670511484146;0.07277844101190567;0.06877125799655914
7.711186408996582;0.02523113787174225;0.029256287962198257;0.05408083647489548;0.06727904081344604;0.04683772474527359;0.03787664696574211;0.07276706397533417;0.06876587122678757
8.033909797668457;0.025046706199645996;0.029331138357520103;0.05409401282668114;0.06749460846185684;0.04689760506153107;0.03806526958942413;0.07276167720556259;0.06875868141651154
8.356609344482422;0.024999400600790977;0.029258083552122116;0.05416227504611015;0.067538321018219;0.04690239578485489;0.038130540400743484;0.07280898094177246;0.06874430924654007
8.679350852966309;0.02495449036359787;0.029208382591605186;0.054101794958114624;0.0673670694231987;0.04691796377301216;0.038087423890829086;0.07278263568878174;0.0687514990568161
9.002120018005371;0.024931736290454865;0.02915269508957863;0.05411317199468613;0.06723173707723618;0.046901196241378784;0.03818562999367714;0.07276347279548645;0.06875449419021606
9.324886322021484;0.025124551728367805;0.0292329341173172;0.05420119687914848;0.06723712384700775;0.04672934114933014;0.03806287422776222;0.07276885956525803;0.0687514990568161
9.647598266601562;0.025009579956531525;0.02928742580115795;0.05421197786927223;0.06732814013957977;0.046825747936964035;0.03809221461415291;0.07274730503559113;0.0687514990568161
9.970335006713867;0.024981437250971794;0.02923952043056488;0.05412514880299568;0.06733652949333191;0.04679161682724953;0.038165271282196045;0.07277724891901016;0.06876885890960693
10.293107032775879;0.024891018867492676;0.02921975962817669;0.054067663848400116;0.06716706603765488;0.04675329476594925;0.03811197727918625;0.0727856308221817;0.06873472779989243
10.615840911865234;0.024923352524638176;0.029246706515550613;0.05416227504611015;0.06719221919775009;0.04671017825603485;0.03827604651451111;0.07276706397533417;0.06873293220996857
10.938633918762207;0.024980837479233742;0.02930898219347;0.05419221520423889;0.06734191626310349;0.046847306191921234;0.03819700703024864;0.07275329530239105;0.06873113662004471
11.261334419250488;0.024782035499811172;0.02916407212615013;0.05424970015883446;0.06731736660003662;0.046858083456754684;0.03834071755409241;0.07275089621543884;0.06873472779989243
11.584108352661133;0.024736527353525162;0.029182035475969315;0.05424311384558678;0.06708922237157822;0.046730540692806244;0.03835389390587807;0.07274191826581955;0.06875509023666382
11.906842231750488;0.024892214685678482;0.02925688587129116;0.05424610897898674;0.06717903912067413;0.04666047915816307;0.03839820250868797;0.07274790108203888;0.06873951852321625
12.229639053344727;0.02487904205918312;0.02935628779232502;0.05436107888817787;0.06727125495672226;0.04662574827671051;0.03843832388520241;0.07274730503559113;0.06876885890960693
12.552329063415527;0.024707185104489326;0.029386227950453758;0.054271258413791656;0.06725508719682693;0.046708982437849045;0.03837844356894493;0.07276826351881027;0.0687185600399971
12.875067710876465;0.02487006038427353;0.02913592755794525;0.05422515049576759;0.06714072078466415;0.046665869653224945;0.03837784379720688;0.07277724891901016;0.06873293220996857
13.197806358337402;0.024934731423854828;0.02916407212615013;0.05423532798886299;0.06700598448514938;0.04658742621541023;0.038301195949316025;0.07276227325201035;0.06874491274356842
