Tiempo;Amplitud;Fase;Volt-Bateria;pin1;pin2;pin3;pin4;pin5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.29331088066101074;0.49244192242622375;4.781124591827393;1.1615556478500366;1.1598137617111206;1.1597545146942139;1.1595401763916016;1.1602144241333008;1.1563096046447754
0.6158969402313232;0.4983706474304199;4.752776622772217;1.145643711090088;1.1459382772445679;1.1463676691055298;1.1465083360671997;1.1462934017181396;1.1462963819503784
0.9386358261108398;0.49860838055610657;4.752931118011475;1.14539635181427;1.1453053951263428;1.145912528038025;1.1458598375320435;1.145858645439148;1.1458358764648438
1.2613840103149414;0.49752214550971985;4.753502368927002;1.145346760749817;1.1456892490386963;1.1462359428405762;1.1461299657821655;1.1460424661636353;1.1458467245101929
1.5841929912567139;0.4974922239780426;4.753774642944336;1.1453568935394287;1.1455413103103638;1.1456496715545654;1.1459976434707642;1.145977258682251;1.1455119848251343
1.9068880081176758;0.4977473020553589;4.755002975463867;1.1454533338546753;1.145843744277954;1.1460970640182495;1.1463203430175781;1.1463011503219604;1.1452233791351318
2.229602813720703;0.4966772496700287;4.754090309143066;1.1454287767410278;1.1460216045379639;1.1463892459869385;1.1465227603912354;1.146390438079834;1.1460143327713013
2.5523629188537598;0.49490419030189514;4.754162311553955;1.1455270051956177;1.1456599235534668;1.1459964513778687;1.146092176437378;1.1460036039352417;1.1459532976150513
2.8751108646392822;0.497066468000412;4.754271030426025;1.1453251838684082;1.145566463470459;1.145972490310669;1.1458700895309448;1.1453927755355835;1.1459461450576782
3.1978938579559326;0.496785044670105;4.7544941902160645;1.1453988552093506;1.1455676555633545;1.1460024118423462;1.1445497274398804;1.1458395719528198;1.1458473205566406
3.5206079483032227;0.49662336707115173;4.754026412963867;1.1452879905700684;1.1457395553588867;1.1459479331970215;1.1457706689834595;1.1459413766860962;1.145920991897583
3.843345880508423;0.49775809049606323;4.753535747528076;1.1452155113220215;1.1456137895584106;1.1458628177642822;1.145864725112915;1.1458150148391724;1.1458826065063477
4.166090965270996;0.49820178747177124;4.753780364990234;1.1452083587646484;1.1455012559890747;1.145886778831482;1.1458473205566406;1.1458706855773926;1.1459221839904785
4.488837718963623;0.4984557032585144;4.754310607910156;1.1451550722122192;1.1455790996551514;1.1459364891052246;1.1459897756576538;1.145809531211853;1.1458508968353271
4.811613082885742;0.49889880418777466;4.754443168640137;1.1439688205718994;1.1455036401748657;1.1458089351654053;1.146028757095337;1.1458659172058105;1.1459527015686035
5.134346961975098;0.5002586841583252;4.754045486450195;1.1449460983276367;1.143887996673584;1.1450562477111816;1.1455514430999756;1.1451544761657715;1.145871877670288
5.456769943237305;0.5006652474403381;4.753914833068848;1.1456407308578491;1.1445257663726807;1.1454747915267944;1.1455317735671997;1.136780858039856;1.137028694152832
5.779636859893799;0.5012904405593872;4.7383599281311035;1.1458526849746704;1.1455389261245728;1.1462185382843018;1.1455413103103638;1.1430730819702148;1.1426832675933838
6.10245418548584;0.5017754435539246;4.754207611083984;1.1451855897903442;1.145571231842041;1.1457502841949463;1.1438994407653809;1.1456329822540283;1.1443568468093872
6.425146579742432;0.5030790567398071;4.752936363220215;1.1453737020492554;1.1459370851516724;1.1457802057266235;1.1454808712005615;1.1458970308303833;1.1455048322677612
6.747889995574951;0.5030999779701233;4.753197193145752;1.1452915668487549;1.145605444908142;1.1457700729370117;1.1459089517593384;1.1457114219665527;1.1458940505981445
7.070638656616211;0.5038257241249084;4.75343656539917;1.1453503370285034;1.1456425189971924;1.1462024450302124;1.1463114023208618;1.1462856531143188;1.1460694074630737
7.3933939933776855;0.5048724412918091;4.752811431884766;1.1454377174377441;1.1456550359725952;1.1459970474243164;1.1458520889282227;1.1460574865341187;1.1458855867385864
7.716187953948975;0.5048120021820068;4.75388765335083;1.1451778411865234;1.1454652547836304;1.1451059579849243;1.145774245262146;1.1458665132522583;1.1456431150436401
8.038878440856934;0.504477858543396;4.753377437591553;1.1454036235809326;1.1458065509796143;1.1457102298736572;1.1461610794067383;1.146274209022522;1.1460939645767212
8.361661911010742;0.5050323605537415;4.7546539306640625;1.1455539464950562;1.1459766626358032;1.1463754177093506;1.1459077596664429;1.1458622217178345;1.1458820104599
8.684375762939453;0.5046167373657227;4.754004001617432;1.1452988386154175;1.1459754705429077;1.1463149785995483;1.1462072134017944;1.145984411239624;1.1456257104873657
9.007120132446289;0.5043646693229675;4.753787994384766;1.1452431678771973;1.145650863647461;1.145977258682251;1.1459695100784302;1.1457479000091553;1.1458641290664673
9.329914093017578;0.503205418586731;4.754324436187744;1.1450287103652954;1.145451545715332;1.1457778215408325;1.1459400653839111;1.1457754373550415;1.1457760334014893
9.65262222290039;0.5037114024162292;4.754013538360596;1.1452580690383911;1.145486831665039;1.145807147026062;1.1459180116653442;1.1458982229232788;1.1458580493927002
9.975360870361328;0.5033491253852844;4.7536163330078125;1.1452077627182007;1.145503044128418;1.145951509475708;1.1458364725112915;1.1458580493927002;1.1457724571228027
10.298114776611328;0.5030521154403687;4.754204273223877;1.1452053785324097;1.1451988220214844;1.1459394693374634;1.1458126306533813;1.1459592580795288;1.1453412771224976
10.62090015411377;0.5028060078620911;4.756524562835693;1.145240068435669;1.145932912826538;1.146133542060852;1.1458377838134766;1.1456981897354126;1.1447521448135376
10.943598747253418;0.503474235534668;4.753087997436523;1.1459107398986816;1.1459425687789917;1.1462090015411377;1.1458659172058105;1.1459370851516724;1.145861029624939
