Tiempo;Dif(amp);Dif(fase);GND;Dif_2(fase);Dif_2(amp);Dif_1(fase);Dif_1(amp);Volt_Bat
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2922849655151367;-0.03445449098944664;0.01673533022403717;0.1751275509595871;0.17157605290412903;0.06304790079593658;0.06007125601172447;0.06936347484588623;0.06684970110654831
0.6148269176483154;0.04199880361557007;0.031894609332084656;0.09265927970409393;0.08143113553524017;0.05847305431962013;0.05915089696645737;0.0693892240524292;0.06682275235652924
0.9376320838928223;0.04235868155956268;0.0314934141933918;0.09249401092529297;0.08114790171384811;0.05836047977209091;0.05898323282599449;0.06938083469867706;0.0668359249830246
1.260357141494751;0.04220958054065704;0.031377244740724564;0.09232574701309204;0.08104430884122849;0.058642514050006866;0.05925808474421501;0.06939101964235306;0.06685029715299606
1.5831329822540283;0.042205389589071274;0.03154311329126358;0.09249041974544525;0.0808958113193512;0.058443114161491394;0.059243712574243546;0.06937185674905777;0.0668383240699768
1.9059059619903564;0.041959282010793686;0.03173712641000748;0.09251556545495987;0.08108682930469513;0.05829580873250961;0.05966467037796974;0.06936586648225784;0.06683892011642456
2.228593111038208;0.041517965495586395;0.03149700537323952;0.0926191583275795;0.08107425272464752;0.058263473212718964;0.05990838259458542;0.06938203424215317;0.06685987859964371
2.551326036453247;0.04126227647066116;0.03148622810840607;0.09264490753412247;0.08101975917816162;0.05837485194206238;0.05977005884051323;0.06938562542200089;0.06684550642967224
2.874073028564453;0.041591618210077286;0.03160419315099716;0.0925670638680458;0.08096227794885635;0.058413174003362656;0.05993413180112839;0.06938443332910538;0.06685090065002441
3.1968181133270264;0.04162215441465378;0.031502995640039444;0.0926101803779602;0.08106347173452377;0.058520957827568054;0.059843115508556366;0.06938263773918152;0.06683652848005295
3.5195999145507812;0.04143054038286209;0.03140838444232941;0.09221018105745316;0.08098024129867554;0.05835329368710518;0.059565868228673935;0.06938682496547699;0.0668485015630722
