Tiempo;Amplitud;Fase;Volt-Bateria;pin1;pin2;pin3;pin4;pin5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2890760898590088;0.5027299523353577;4.714386463165283;1.128292202949524;1.1281161308288574;1.1282604932785034;1.1288042068481445;1.1293503046035767;1.130124568939209
0.6131749153137207;0.5079131722450256;4.68132209777832;1.1267131567001343;1.1261593103408813;1.1263922452926636;1.1269892454147339;1.1270520687103271;1.126699447631836
0.9355781078338623;0.5075233578681946;4.682253360748291;1.1261783838272095;1.127288579940796;1.1277179718017578;1.1266143321990967;1.1265137195587158;1.1255712509155273
1.2583019733428955;0.5083143711090088;4.675736427307129;1.126968264579773;1.1276754140853882;1.1281598806381226;1.1277023553848267;1.1278694868087769;1.1270126104354858
1.5799570083618164;0.5209826231002808;4.673501968383789;1.1264132261276245;1.1267634630203247;1.127528190612793;1.12824547290802;1.1279652118682861;1.1278293132781982
1.9027049541473389;0.5250473022460938;4.682984828948975;1.1259592771530151;1.1263868808746338;1.1271065473556519;1.1271233558654785;1.1269934177398682;1.1284425258636475
2.2255001068115234;0.5127466917037964;4.682749271392822;1.1272701025009155;1.127792239189148;1.1268478631973267;1.1254281997680664;1.1267335414886475;1.1272509098052979
2.5482230186462402;0.5122838616371155;4.674345016479492;1.1276664733886719;1.1280701160430908;1.1278221607208252;1.127946138381958;1.1271497011184692;1.126718521118164
2.8709449768066406;0.5111910104751587;4.6753129959106445;1.1264712810516357;1.1270473003387451;1.128474235534668;1.1284102201461792;1.1280437707901;1.1278892755508423
3.193700075149536;0.5108916163444519;4.680345058441162;1.1261496543884277;1.1265640258789062;1.1270976066589355;1.1271257400512695;1.12843656539917;1.1283460855484009
3.516433000564575;0.5119084119796753;4.682743549346924;1.1269611120224;1.1263526678085327;1.126683235168457;1.1269335746765137;1.1271047592163086;1.1269760131835938
3.839229106903076;0.5117916464805603;4.681293487548828;1.126270055770874;1.1273915767669678;1.1278760433197021;1.127376675605774;1.1266257762908936;1.1266281604766846
4.161927223205566;0.5107946395874023;4.675216197967529;1.126937747001648;1.1276262998580933;1.128481388092041;1.128112554550171;1.1279000043869019;1.1277365684509277
4.484683036804199;0.5109472870826721;4.675266265869141;1.1264251470565796;1.1264269351959229;1.1271538734436035;1.1283173561096191;1.1284724473953247;1.1281191110610962
4.807445049285889;0.5117353200912476;4.682121753692627;1.1259880065917969;1.1231569051742554;1.1265431642532349;1.1267269849777222;1.1267622709274292;1.1276730298995972
5.130220890045166;0.5120113492012024;4.681699275970459;1.127371907234192;1.1269108057022095;1.1271005868911743;1.126618504524231;1.1266233921051025;1.12568199634552
5.452916145324707;0.5110592842102051;4.674532890319824;1.1276874542236328;1.1280275583267212;1.1278413534164429;1.1280137300491333;1.1278132200241089;1.1264934539794922
5.7756667137146;0.5105646848678589;4.675187587738037;1.1263964176177979;1.1266802549362183;1.128408432006836;1.1284658908843994;1.1280994415283203;1.1280287504196167
6.098412036895752;0.5110539197921753;4.682473182678223;1.1260730028152466;1.1263694763183594;1.1271718740463257;1.1271053552627563;1.1281718015670776;1.1284652948379517
6.421149253845215;0.5120203495025635;4.682231903076172;1.1272766590118408;1.1269466876983643;1.1267191171646118;1.1265370845794678;1.1271352767944336;1.127173662185669
6.743958950042725;0.5121520757675171;4.679028034210205;1.1277215480804443;1.1276203393936157;1.126853346824646;1.1276466846466064;1.1265850067138672;1.1266371011734009
7.066653728485107;0.5106125473976135;4.674479007720947;1.1263682842254639;1.1280707120895386;1.128037691116333;1.1279168128967285;1.1278748512268066;1.1279526948928833
7.389392852783203;0.5107736587524414;4.674780368804932;1.1259844303131104;1.1266616582870483;1.126893401145935;1.1281347274780273;1.128333568572998;1.1283209323883057
7.712131977081299;0.5112167596817017;4.682810306549072;1.126043677330017;1.1262556314468384;1.1265724897384644;1.127136468887329;1.1269700527191162;1.1275060176849365
8.034883499145508;0.5110508799552917;4.6821417808532715;1.1273095607757568;1.1273951530456543;1.127783179283142;1.126634120941162;1.1265556812286377;1.1269736289978027
8.35766887664795;0.509609580039978;4.675292015075684;1.1277371644973755;1.1275748014450073;1.1279059648513794;1.1279748678207397;1.1279903650283813;1.1265413761138916
8.680386543273926;0.5106107592582703;4.674473762512207;1.1263813972473145;1.1264808177947998;1.1281592845916748;1.1283910274505615;1.1284102201461792;1.1279689073562622
9.003128051757812;0.5108155608177185;4.682671070098877;1.1260395050048828;1.1261131763458252;1.1271592378616333;1.1271508932113647;1.1276048421859741;1.1279017925262451
9.32588005065918;0.5113999843597412;4.68196964263916;1.126314401626587;1.1273192167282104;1.1265958547592163;1.126659870147705;1.1271401643753052;1.1268185377120972
9.648675918579102;0.5110586881637573;4.675688743591309;1.1277269124984741;1.127755045890808;1.1278916597366333;1.1280568838119507;1.1267406940460205;1.1251604557037354
9.971449851989746;0.5106616616249084;4.6743903160095215;1.1262801885604858;1.1277562379837036;1.1283293962478638;1.127556324005127;1.1228760480880737;1.1273400783538818
10.294149398803711;0.5104676485061646;4.6765241622924805;1.125954508781433;1.1267712116241455;1.1269934177398682;1.1256730556488037;1.1277892589569092;1.1283185482025146
10.616897583007812;0.5215964317321777;4.682684898376465;1.1270431280136108;1.126151442527771;1.1265701055526733;1.1268844604492188;1.1269993782043457;1.126907229423523
10.939631462097168;0.5141544938087463;4.672344207763672;1.1273713111877441;1.1279479265213013;1.1268436908721924;1.1262916326522827;1.1266868114471436;1.1264287233352661
