Tiempo;Dif(amp);Dif(fase);GND;Dif_2(fase);Dif_2(amp);Dif_1(fase);Dif_1(amp);Volt_Bat
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.29502201080322266;-0.3918874263763428;0.47926586866378784;-0.34483832120895386;0.2612634599208832;-0.1463395208120346;0.014908982440829277;0.07104969769716263;0.06832634657621384
0.618988037109375;0.00015508981596212834;0.006683832500129938;0.003211377188563347;0.01833173632621765;0.03293592855334282;0.015259281732141972;0.07104790210723877;0.06832215934991837
0.941648006439209;-0.0007850299589335918;0.006249101832509041;0.0032886227127164602;0.017507784068584442;0.031565867364406586;0.016334131360054016;0.07102455198764801;0.06833652406930923
1.264328956604004;-0.0004497006011661142;0.005988622549921274;0.003156886203214526;0.017294012010097504;0.0316455103456974;0.016779640689492226;0.0710550919175148;0.06833173334598541
1.5858628749847412;-0.0005479041719809175;0.00635269470512867;0.0033568863291293383;0.01729520969092846;0.03128323331475258;0.01733892224729061;0.07102575153112411;0.06832275539636612
1.9085969924926758;-0.0008688622619956732;0.0063970061019063;0.003505389206111431;0.01776706613600254;0.032785627990961075;0.017825748771429062;0.07104551047086716;0.06832874566316605
2.231346845626831;-0.0008556886459700763;0.0061287423595786095;0.003407784504815936;0.018128743395209312;0.032644908875226974;0.01768023893237114;0.07105748355388641;0.0683281421661377
2.5542209148406982;-0.0010167664149776101;0.006128143519163132;0.003367065917700529;0.017426347360014915;0.03218682482838631;0.017701197415590286;0.0710425153374672;0.0683179646730423
2.876904010772705;-0.0008371257572434843;0.006353892385959625;0.003338323440402746;0.017050299793481827;0.030794011428952217;0.01776706613600254;0.07104011625051498;0.06832275539636612
3.1996359825134277;-0.0010305389296263456;0.006270658690482378;0.0034371258225291967;0.01784011907875538;0.03245149552822113;0.01737784408032894;0.07102096080780029;0.06830418854951859
3.5223639011383057;-0.0009586826199665666;0.006156287621706724;0.0035922154784202576;0.017705388367176056;0.032303594052791595;0.017664670944213867;0.07103472948074341;0.06832155585289001
3.8451168537139893;-0.0009532934054732323;0.005903592798858881;0.003376646665856242;0.018232334405183792;0.03418383374810219;0.018031736835837364;0.07104011625051498;0.06832395493984222
4.167917728424072;-0.0011868263827636838;0.006028143689036369;0.003261077916249633;0.018261078745126724;0.033828143030405045;0.017795808613300323;0.07102873921394348;0.06832155585289001
4.49061393737793;-0.0009329341119155288;0.0063419160433113575;0.0035455089528113604;0.018484430387616158;0.03425149619579315;0.017757484689354897;0.07103413343429565;0.06831496953964233
4.813333988189697;-0.0008029940072447062;0.006164072081446648;0.003440119791775942;0.01872095838189125;0.03470059856772423;0.01738802343606949;0.07102575153112411;0.06830718368291855
5.136075019836426;-0.0011646706843748689;0.005790418945252895;0.003182634711265564;0.018771257251501083;0.034953292459249496;0.01774311438202858;0.0710449069738388;0.06832335144281387
