Tiempo;Amplitud;Fase;Volt-Bateria;pin1;pin2;pin3;pin4;pin5
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2975730895996094;0.4533604681491852;4.570047378540039;1.0855718851089478;1.0860850811004639;1.0838550329208374;1.0848520994186401;1.0857712030410767;1.0840580463409424
0.620171070098877;0.45731258392333984;4.5447492599487305;1.0944634675979614;1.0942000150680542;1.0944466590881348;1.094557523727417;1.094688057899475;1.094574213027954
0.9429221153259277;0.45693352818489075;4.544402599334717;1.0941041707992554;1.0940449237823486;1.0948982238769531;1.0948035717010498;1.0948718786239624;1.0949089527130127
1.2669429779052734;0.4568275511264801;4.545259475708008;1.0929945707321167;1.0940898656845093;1.0947455167770386;1.0946227312088013;1.0948455333709717;1.0947383642196655
1.5895881652832031;0.45611974596977234;4.54340124130249;1.0938634872436523;1.0943371057510376;1.0946143865585327;1.0945539474487305;1.09473717212677;1.094702959060669
1.9112420082092285;0.4550922214984894;4.5460405349731445;1.094099998474121;1.0945682525634766;1.0947999954223633;1.0948598384857178;1.0948269367218018;1.0909688472747803
2.2339320182800293;0.4546736478805542;4.54064416885376;1.0944125652313232;1.0944898128509521;1.0949041843414307;1.0948677062988281;1.0948688983917236;1.094597578048706
2.5567500591278076;0.455295205116272;4.545503616333008;1.0941574573516846;1.0943305492401123;1.0949580669403076;1.0949245691299438;1.094828724861145;1.0944820642471313
2.879425048828125;0.45501795411109924;4.544806957244873;1.0943790674209595;1.0945557355880737;1.0949891805648804;1.094905972480774;1.0949137210845947;1.094653844833374
3.202173948287964;0.45459941029548645;4.545240879058838;1.0940550565719604;1.0945987701416016;1.094926357269287;1.0948352813720703;1.09493887424469;1.0947538614273071
3.5249080657958984;0.4551299512386322;4.545721054077148;1.0941784381866455;1.0944766998291016;1.0947532653808594;1.0949400663375854;1.0949790477752686;1.0947892665863037
3.8476569652557373;0.45523232221603394;4.545395374298096;1.094417929649353;1.0945305824279785;1.09489107131958;1.0950024127960205;1.0948580503463745;1.0948832035064697
4.170543193817139;0.4547981917858124;4.542969226837158;1.0943191051483154;1.0944581031799316;1.094741940498352;1.095041275024414;1.0948550701141357;1.0948832035064697
4.493228912353516;0.45467904210090637;4.544508457183838;1.0944054126739502;1.094356894493103;1.0942059755325317;1.0948437452316284;1.0949556827545166;1.0949580669403076
4.81595516204834;0.455563485622406;4.543837070465088;1.0940395593643188;1.0945239067077637;1.0948808193206787;1.0948928594589233;1.0948718786239624;1.094443678855896
5.138728141784668;0.4554700553417206;4.544484615325928;1.094244360923767;1.0945820808410645;1.0948634147644043;1.0949748754501343;1.0946718454360962;1.0947784185409546
5.461471080780029;0.4550311267375946;4.543237209320068;1.0943604707717896;1.09464430809021;1.0947964191436768;1.094913125038147;1.094980239868164;1.094901204109192
5.784274101257324;0.4549940228462219;4.545797824859619;1.0934683084487915;1.0945042371749878;1.094880223274231;1.0948694944381714;1.0949065685272217;1.0949137210845947
6.107001781463623;0.4554610848426819;4.544421195983887;1.094543695449829;1.0947011709213257;1.0951682329177856;1.0950927734375;1.095234751701355;1.0952262878417969
6.429756164550781;0.4558347165584564;4.544277191162109;1.0947623252868652;1.0948586463928223;1.0953197479248047;1.095198154449463;1.09528386592865;1.0953090190887451
6.752509117126465;0.45550838112831116;4.546494483947754;1.0948203802108765;1.0948700904846191;1.0952777862548828;1.0952119827270508;1.0953353643417358;1.0953078269958496
7.075322151184082;0.4559730589389801;4.546491622924805;1.0947011709213257;1.0946910381317139;1.0948328971862793;1.0949485301971436;1.0950610637664795;1.094231128692627
7.398014068603516;0.4562455117702484;4.546351909637451;1.0947227478027344;1.0948299169540405;1.0951796770095825;1.095227599143982;1.0952353477478027;1.095157504081726
7.720769882202148;0.4536263346672058;4.543008804321289;1.0938862562179565;1.0944898128509521;1.0949658155441284;1.0950844287872314;1.0953078269958496;1.0951820611953735
8.043533325195312;0.4552059769630432;4.546263694763184;1.0942533016204834;1.0948132276535034;1.0952502489089966;1.0952389240264893;1.0953413248062134;1.0950939655303955
8.366250038146973;0.45599880814552307;4.54486608505249;1.094679594039917;1.0947688817977905;1.0953257083892822;1.0953670740127563;1.0953449010849;1.095108985900879
8.68911075592041;0.455913782119751;4.546311378479004;1.0948550701141357;1.0948634147644043;1.0943245887756348;1.0953317880630493;1.0953311920166016;1.0952593088150024
9.011791229248047;0.4552514851093292;4.546168804168701;1.0949437618255615;1.0947718620300293;1.0951311588287354;1.0953587293624878;1.0953999757766724;1.0952311754226685
9.334517478942871;0.4555011987686157;4.544395446777344;1.0944832563400269;1.0948407649993896;1.095274806022644;1.0952928066253662;1.0954185724258423;1.0953359603881836
9.65728759765625;0.4560137689113617;4.545864582061768;1.0946060419082642;1.0949701070785522;1.0952759981155396;1.0953407287597656;1.0953892469406128;1.0952484607696533
9.980076789855957;0.45598024129867554;4.546290397644043;1.0947227478027344;1.094908356666565;1.0951796770095825;1.095306634902954;1.095461130142212;1.0952939987182617
10.302868843078613;0.45511916279792786;4.5458984375;1.0943454504013062;1.094734787940979;1.0951921939849854;1.095255732536316;1.0952401161193848;1.0953419208526611
10.625577926635742;0.45592036843299866;4.542836666107178;1.094359278678894;1.094849705696106;1.0947209596633911;1.0949832201004028;1.0952191352844238;1.0953221321105957
10.948334693908691;0.4563125669956207;4.545458793640137;1.0946999788284302;1.0948041677474976;1.0951539278030396;1.0951281785964966;1.0954005718231201;1.0953826904296875
