Tiempo;Dif(amp);Dif(fase);GND;Dif_2(fase);Dif_2(amp);Dif_1(fase);Dif_1(amp);Volt_Bat
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.2979118824005127;-0.3988550901412964;-0.40533292293548584;-0.4635568857192993;-0.4929724633693695;-0.4698311388492584;-0.11675089597702026;-0.21211257576942444;-0.45108562707901
0.6217780113220215;-0.006835329346358776;-0.4370221495628357;-0.45302754640579224;-0.4169389307498932;-0.05306347459554672;-0.013143113814294338;-0.21076586842536926;-0.45098981261253357
0.9433128833770752;-0.006801197770982981;-0.4370167553424835;-0.45296767354011536;-0.4260263442993164;-0.05372454971075058;-0.013000000268220901;-0.2019844353199005;-0.4509574770927429
1.2660059928894043;-0.006587425246834755;-0.4370209574699402;-0.45303353667259216;-0.43694791197776794;-0.054411377757787704;-0.013085030019283295;-0.20922096073627472;-0.4508640766143799
1.5887370109558105;-0.006784431170672178;-0.4369994103908539;-0.4527706503868103;-0.4235275387763977;-0.05435449257493019;-0.014129341579973698;-0.2068670690059662;-0.45072394609451294
1.9114949703216553;-0.006598802283406258;-0.4369167685508728;-0.45237186551094055;-0.3853898346424103;-0.049592215567827225;-0.011910778470337391;-0.16540838778018951;-0.4505442976951599
2.2356460094451904;-0.00621976051479578;-0.436898797750473;-0.4525527060031891;-0.40162035822868347;-0.048202995210886;-0.012600598856806755;-0.17852634191513062;-0.4506904184818268
2.558223009109497;-0.006616167724132538;-0.4368610680103302;-0.45256826281547546;-0.40402576327323914;-0.05053472891449928;-0.011773652397096157;-0.1752239465713501;-0.4507508873939514
2.8810880184173584;-0.0066323354840278625;-0.43685927987098694;-0.45269641280174255;-0.4004562795162201;-0.05385030061006546;-0.013963473029434681;-0.2136850357055664;-0.4507485032081604
3.202514886856079;-0.006511976011097431;-0.43680238723754883;-0.4526311457157135;-0.40307486057281494;-0.047669462859630585;-0.01112215593457222;-0.1486191600561142;-0.4500940144062042
3.525256872177124;-0.006663472857326269;-0.43674370646476746;-0.45230957865715027;-0.39713892340660095;-0.050595808774232864;-0.012695209123194218;-0.15823832154273987;-0.4502604901790619
3.848177909851074;-0.006610179785639048;-0.43676647543907166;-0.45218801498413086;-0.40999940037727356;-0.05451437085866928;-0.013659880496561527;-0.20884491503238678;-0.45080238580703735
4.170866966247559;-0.006701796315610409;-0.436790406703949;-0.4525814354419708;-0.4307006001472473;-0.054138921201229095;-0.013770658522844315;-0.21359041333198547;-0.4506838321685791
4.493607044219971;-0.0069508980959653854;-0.43676048517227173;-0.4529808461666107;-0.43782755732536316;-0.054078444838523865;-0.01564071886241436;-0.21221497654914856;-0.4508844316005707
4.816356182098389;-0.007047305349260569;-0.436736524105072;-0.4526365399360657;-0.43775567412376404;-0.05611497163772583;-0.014357484877109528;-0.21428263187408447;-0.4508311450481415
5.139112949371338;-0.006890418939292431;-0.43674013018608093;-0.45283591747283936;-0.4336317479610443;-0.05330958217382431;-0.013313173316419125;-0.21281737089157104;-0.45066046714782715
5.461879253387451;-0.006567066069692373;-0.43670180439949036;-0.4523826241493225;-0.40921497344970703;-0.05077005922794342;-0.012939521111547947;-0.20353293418884277;-0.45062094926834106
5.784604072570801;-0.006938922218978405;-0.43668803572654724;-0.4525904059410095;-0.4168981909751892;-0.05386047810316086;-0.013760479167103767;-0.20104491710662842;-0.4506353437900543
6.107414722442627;-0.0067161675542593;-0.4366670548915863;-0.4521694481372833;-0.394153892993927;-0.050710778683423996;-0.01251616794615984;-0.1672239452600479;-0.4505041837692261
6.430156707763672;-0.006662275642156601;-0.4366646707057953;-0.4525167644023895;-0.3864850401878357;-0.05374850332736969;-0.013214970007538795;-0.2134808450937271;-0.450507789850235
6.7528839111328125;-0.006612574681639671;-0.43662935495376587;-0.45242995023727417;-0.40867364406585693;-0.054246705025434494;-0.013352694921195507;-0.21054191887378693;-0.45056048035621643
7.075592041015625;-0.006691018119454384;-0.43662214279174805;-0.4525173604488373;-0.4136694669723511;-0.051125749945640564;-0.012645509093999863;-0.21259640157222748;-0.4505089819431305
7.3983330726623535;-0.006631137803196907;-0.4365832209587097;-0.45201677083969116;-0.39303532242774963;-0.05278622731566429;-0.013074850663542747;-0.18903054296970367;-0.45021915435791016
7.721101760864258;-0.00669281417503953;-0.4365832209587097;-0.4522227644920349;-0.39933115243911743;-0.05398442968726158;-0.013846706598997116;-0.1685706526041031;-0.4501802325248718
8.043818473815918;-0.006433533038944006;-0.4365317225456238;-0.4517143666744232;-0.3857305347919464;-0.048774249851703644;-0.0115071851760149;-0.16772814095020294;-0.45014849305152893
8.366600036621094;-0.006458083633333445;-0.4365227520465851;-0.4519125819206238;-0.38171377778053284;-0.0495011992752552;-0.012489819899201393;-0.2042185664176941;-0.450319766998291
8.689309120178223;-0.006398203782737255;-0.43652036786079407;-0.4519137740135193;-0.38549938797950745;-0.04804011806845665;-0.011530539020895958;-0.2097904235124588;-0.45024311542510986
9.01205062866211;-0.00676047895103693;-0.43652454018592834;-0.45222994685173035;-0.38818323612213135;-0.04824191704392433;-0.012701796367764473;-0.1720455139875412;-0.450168251991272
